tu_id	speaker	start	end	duration	text
0	BO093	0.180	6.442	6.262	 prima di tutto: vi ricordo le lezioni della prossima settimana quindi martedì prima
1	BO093	6.801	12.026	5.225	 e::h dalle nove alle undici come al solito per quelli che seguono il corsod a sei cfu,
2	BO093	12.550	17.638	5.088	 a:: giovedì e venerdì dalle nov~ no non è vero martedì,
3	BO093	17.953	19.970	2.017	 [ride] per tu:tti,
4	BO093	20.714	26.830	6.116	 ehe giovedì per tutti mentre venerdì la lettura degli articoli dalle nove alle undici.
5	BO093	27.137	28.901	1.764	 confermate? okay
6	BO093	32.028	42.924	10.896	 e::hm perfetto così arriviamo alla lettura degli artcoli avendo trattato tutte le patologie di xx allora con la lezione di oggi iniziamo a parlare
7	BO093	44.084	50.602	6.518	 dele dei meccanismi cellulari e molecolari che sono alla base delle loro patologie.
8	BO093	50.931	57.703	6.772	 in realtà in questo corso tratteremo quasi esclusivamente le malattie neurodegenerative croniche,
9	BO093	58.485	68.694	10.209	 e::hm e se riusciamo vi dirò qualcosa sulle patologie legate al neurosviluppo che sono essenzialmente patologie psichiatriche,
10	BO093	69.334	77.046	7.712	 e::hm però vedete l' elenco delle patologie a carico del sistema nervoso centrale è molto ampio.
11	BO093	77.446	85.027	7.581	 partiamo ovviamente dalle patologie oncologiche su non mi soffermo per ragioni di tempo,
12	BO093	85.636	94.447	8.811	 m:h considerando quello che abbiamo detto nelle lezioni potete intuire facilmente che le malattie oncologiche,
13	BO093	94.926	102.647	7.721	 sono di origine neuronale solo nei bambini e durante le fasi dello sviluppo dopo di che i neuroni essendo prosistotici
14	BO093	103.212	107.920	4.708	 e::h hanno diciamo almeno questo vantaggio che non provocano tumori,
15	BO093	108.244	119.647	11.403	 mentre nell' adulto sono essenzialmente tumori di origine gliale o delle cellule tendinali quindi parliamo di atrocitoma aliomi di microgliomi,
16	BO093	119.995	121.024	1.029	 e: e così via.
17	BO093	122.395	130.025	7.630	 poi abbiamo tutta una serie di patologie dello sviluppo del sistema nervoso entrale che portano
18	BO093	130.261	133.053	2.792	 a delle disabilità intellettuali.
19	BO093	133.343	137.467	4.124	 e qui tratteremo un o' della sindrome di down perché
20	BO093	137.816	144.763	6.947	 la sindrome di down nelle fasi avanzate delle patologie porta allo sviluppo di morbo di alzheimer,
21	BO093	145.300	155.563	10.263	 e::hm ma diciamo per il resto vediamo fondamentalmente se riusciamo a dire qualcosa dei disturbi dello spettro autistico,
22	BO093	155.891	168.079	12.188	 mentre queste altre patologie la sindrome dell' icsfasi dell'xx la neurofibromatosi la sclerosi tuberosa che soo di origine essenzialmente genetica poi l' eziologia genetica puo' essere diversificata,
23	BO093	168.607	171.650	3.043	 noi di queste e::h non riusciamo
24	BO093	172.091	174.269	2.178	 e::h a aprlare più di tanto.
25	BO093	174.511	178.276	3.765	 m:h mentre le patologie neurodegenerative classiche,
26	BO093	178.605	183.760	5.155	 e::h si distinguono classicamente in patologie acute,
27	BO093	184.040	186.926	2.886	 e abbiamo le lesioni del midollo spinale,
