tu_id	speaker	start	end	duration	text
0	TOR005	0.000	1.004	1.004	 avvi:o
1	TOR005	1.101	1.807	0.706	 okay
2	TOR005	1.807	2.924	1.117	 ehm:
3	TOR005	3.203	4.554	1.351	 signora margherita erica
4	TOR005	4.554	5.229	0.675	 [giusto]?
5	TOI024	4.554	6.837	2.283	 [sì {P}] io:: mi chiamo margherita erica.
6	TOR005	6.894	8.492	1.598	 mi mi ripete [il cognome]?
7	TOI024	7.506	8.750	1.244	 [dopo all'anagra]fe
8	TOI024	8.750	9.418	0.668	 bianchi
9	TOR005	9.420	10.050	0.630	 bianchi
10	TOI024	10.050	11.351	1.301	 {porzione_rimossa_per_motivi_di_privacy}
11	TOR005	10.965	12.010	1.045	 [o]kay
12	TOI024	12.010	14.522	2.512	 e devo proprio firmare così perché::
13	TOI024	15.142	16.929	1.787	 all'anagrafe è scritto così
14	TOR005	17.176	18.310	1.134	 [e quindi e ce~]
15	TOI024	17.176	18.310	1.134	 [mi viene da ridere]
16	TOR005	18.310	18.903	0.593	 eh [(giusto)]
17	TOI024	18.539	21.496	2.957	 [no perché] all'inizio mettevo solo margherita primo nome
18	TOI024	21.597	23.003	1.406	 e ho avuto dei problemi
19	TOI024	23.288	25.614	2.326	 m(i) han cambiato il codice fiscale per quello
20	TOR005	25.614	26.230	0.616	 davvero?
21	TOI024	26.240	27.195	0.955	 sì sì sì
22	TOR005	27.507	29.387	1.880	 eh credo che ci voglia la virgola
23	TOR005	29.387	31.716	2.329	 per non eh:: {P} fra il primo e il secondo nome
24	TOI024	31.721	33.496	1.775	 ah sì, [non lo so non lo so]
25	TOR005	32.020	33.496	1.476	 [per evitarlo {P} credo]
26	TOI024	33.496	34.300	0.804	 eh margherita e~
27	TOR005	34.307	35.056	0.749	 però vabbè
28	TOI024	35.060	35.507	0.447	 eh
29	TOR005	35.558	37.724	2.166	 allora io eh le chiedo prima qualche dato
30	TOR005	37.724	41.890	4.166	 che serve: a me questo qui così poi [mi faccio il mio schemino con tutti i parlanti]
31	TOI024	39.787	40.480	0.693	 [sì]
32	TOI024	40.482	41.890	1.408	 [sì sì sì sì]
33	TOR005	41.890	43.330	1.440	 le chiedo quanti anni ha:?
34	TOR005	43.330	44.132	0.802	 [se::]
35	TOI024	43.330	45.640	2.310	 [eh settan]totto purt[roppo] {ride}
36	TOR005	44.766	46.379	1.613	 [eh:: purtroppo]
37	TOI024	45.640	47.174	1.534	 [eh però] li porto:
38	TOI024	47.174	47.837	0.663	 {ride}
39	TOI024	48.070	49.325	1.255	 [per conto mio] bene
40	TOR005	48.075	48.823	0.748	 [e:]
41	TOR005	49.325	51.037	1.712	 eh no assolu[tamente]
42	TOI024	50.103	53.072	2.969	 [sto ancora bene] sto ancora [bene di salute parlo]
43	TOR005	51.440	52.402	0.962	 [eh: ehm]
44	TOR005	52.402	53.771	1.369	 [è nata in] provincia?
45	TOI024	53.782	54.831	1.049	 no io torino
46	TOR005	54.846	56.104	1.258	 okay tori[no]
47	TOI024	55.539	56.104	0.565	 [torino].
48	TOR005	56.104	58.650	2.546	 [e quindi ri]siede anche qui [a torino]
49	TOI024	56.104	56.704	0.600	 [qua].
50	TOI024	57.805	58.950	1.145	 [sì {P} a tori]no sì.
51	TOR005	58.955	59.905	0.950	 <okay>
52	TOR005	61.123	62.203	1.080	 <torino>
53	TOR005	62.273	63.890	1.617	 ehm::: mh
54	TOR005	63.890	65.158	1.268	 ti~ titolo di studio?
55	TOI024	65.420	69.494	4.074	 ah le le medie inferiori [come l'avviamento commer]ciale una volta c'era quello
56	TOR005	66.948	67.983	1.035	 [perfetto]
57	TOI024	69.601	72.510	2.909	 [eh eh {P} avviamento commerciale {P} sì]
58	TOR005	69.617	70.481	0.864	 [perfetto]
59	TOR005	70.481	72.517	2.036	 [<medie> inferiori benissimo]
60	TOR005	72.517	74.085	1.568	 questi sono solo dati miei
61	TOI024	74.134	74.501	0.367	 eh
62	TOR005	74.622	76.130	1.508	 possiamo passare {P} alle
63	TOR005	76.130	78.381	2.251	 [alle doma]ndine chia[miamole co(sì)]
64	TOI024	76.130	76.676	0.546	 [mh]
65	TOI024	77.392	78.380	0.988	 [mh sì].
66	TOR005	78.381	79.270	0.889	 non si preoccupi
67	TOI024	79.273	79.860	0.587	 sì
68	TOR005	79.860	80.688	0.828	 ehm:
69	TOR005	80.688	83.416	2.728	 allora come le dicevo m::h l'intervista:
70	TOR005	83.416	88.155	4.739	 m::h c(io)è la raccolta dati {P} serve appunto a:d avere mh una paronamica
71	TOR005	88.155	90.502	2.347	 [di quelli che] sono gli abi[tanti] di torino
72	TOI024	88.155	88.593	0.438	 [sì]
73	TOI024	89.215	89.751	0.536	 [mh]
74	TOR005	90.683	92.998	2.315	 e::h {P} di oggi e del passato
75	TOR005	92.998	97.617	4.619	 okay quindi le farò qualche domanda su com'è torino oggi come la vede lei e come era
76	TOR005	97.617	98.845	1.228	 allora
77	TOR005	99.082	101.835	2.753	 inanzitutto {P} <le> eh devo chiedere:
78	TOR005	101.835	105.269	3.434	 c(io)è le voglio chiedere {P} da quanto tempo vive a torino nel senso
79	TOR005	105.269	107.844	2.575	 ha vissuto sempre qui lei, [o: ha avuto]
80	TOI024	106.854	108.790	1.936	 [da quando son nata sempre qua].
81	TOR005	107.848	110.752	2.904	 [okay quindi {P}] torinese di nascita e d[i::]
82	TOI024	110.196	111.643	1.447	 [sì sì] sì sempre qua.
83	TOR005	111.663	113.183	1.520	 e:: di adozione
84	TOR005	113.183	114.838	1.655	 e:: in famiglia?
85	TOR005	114.838	118.443	3.605	 per quanto riguarda: {P} le lingue {P} che parlavate anche i dialetti
86	TOR005	118.455	121.891	3.436	 co[me: m]:h con i suoi geni[tori quando era piccola fratelli]
87	TOI024	118.744	119.236	0.492	 [eh]
88	TOI024	120.114	123.141	3.027	 [ma eh:: diciamo]:: mh
89	TOI024	123.278	129.830	6.552	 in:: famiglia eh piemontese praticamente. solo che c'era mio nonno che abitavamo: insieme
90	TOI024	129.960	131.142	1.182	 che era calabrese
91	TOR005	131.142	131.543	0.401	 ah
92	TOI024	131.543	132.634	1.091	 papà di mia mamma
93	TOI024	132.970	135.060	2.090	 e quindi lui parlava italiano
94	TOR005	135.060	136.023	0.963	 giustamen(te)
95	TOI024	135.060	136.020	0.960	 {ride}
96	TOR005	136.029	137.308	1.279	 e: non [non c'e~]
97	TOI024	136.725	139.223	2.498	 [io invece] con mia mamma e mio papà piemontese
98	TOR005	139.228	144.864	5.636	 okay e e il nonno ogni tanto come dire la eh mh ce l'aveva qualche: cadenza qualche:: m:h
99	TOI024	144.864	148.722	3.858	 eh ma io me non me lo ri[cordo per]ché è mancato io ero pic[cola]
100	TOR005	146.308	146.884	0.576	 [mh]
101	TOR005	148.169	149.158	0.989	 [ah o]ka[y]
102	TOI024	148.940	150.735	1.795	 [eh] però lui parlava italiano
103	TOR005	150.751	151.654	0.903	 benis[simo]
104	TOI024	151.083	152.082	0.999	 [era]:
105	TOI024	152.568	155.990	3.422	 della poli[zia] pa~ penso che parlasse ital[iano be]ne:
106	TOR005	153.267	153.794	0.527	 [eh]
107	TOR005	154.997	155.485	0.488	 [ah]
108	TOR005	155.995	157.224	1.229	 certo [certo] certo
109	TOI024	156.323	156.696	0.373	 [eh]
110	TOR005	157.709	160.489	2.780	 e:: che lavoro ha fatto lei: signora in vita sua?
111	TOI024	160.489	165.851	5.362	 io: ho allora ho iniziato il primo lavoro come commessa in un negozio di abbigliamento
112	TOR005	166.123	167.962	1.839	 esiste ancora quel negozio?
113	TOI024	168.095	169.818	1.723	 sì esiste ma::
114	TOI024	170.424	172.043	1.619	 è: a porta palazzo
115	TOR005	172.043	172.507	0.464	 [ah]
116	TOI024	172.043	174.031	1.988	 [sotto la] galleria::
117	TOI024	174.425	177.184	2.759	 deve essere um~ galleria umberto primo mi pare
118	TOR005	177.184	177.710	0.526	 mh mh
119	TOI024	177.710	181.335	3.625	 e una volta era proprio in piazza della repubblica era un:
120	TOI024	181.545	182.855	1.310	 un negozio:
121	TOI024	183.108	185.954	2.846	 con ventidue commesse eravamo [una volta]
122	TOR005	185.283	185.953	0.670	 [(a)mmazza]
123	TOI024	185.954	190.110	4.156	 sì sì ventidue commesse c'era un lavoro enorme poi gradatamente
124	TOI024	191.159	192.122	0.963	 eh::
125	TOI024	192.122	197.197	5.075	 adesso saranno solo più due o cosa non sono più andata a vedere non lo so più comuque
126	TOI024	197.314	199.102	1.788	 si è perso un po[chino]
127	TOR005	198.465	199.100	0.635	 [mh mh]
128	TOI024	199.295	199.830	0.535	 eh
129	TOI024	200.382	205.519	5.137	 e inizialmente appunto ho fatto la commessa e poi ho: incontrato mio marito che aveva il negozio
130	TOR005	205.633	208.430	2.797	 s'è trasferi[ta nel negozio: del marito]
131	TOI024	206.511	208.430	1.919	 [e::h eh purtroppo e]
132	TOI024	208.430	210.890	2.460	 purtroppo dico purtroppo perché ho lasciato::
133	TOR005	211.110	212.157	1.047	 [quell'altro lavoro]
134	TOI024	211.111	213.943	2.832	 [che preferivo] andare (preferivo) stare là {ride}
135	TOR005	212.157	213.344	1.187	 {ride}
136	TOI024	213.943	214.916	0.973	 {ride}
137	TOR005	214.916	216.020	1.104	 ehm:::
138	TOR005	216.027	216.900	0.873	 [se] mh
139	TOI024	216.027	216.497	0.470	 [eh]
140	TOR005	216.927	221.482	4.555	 magari eh va anche oggi per negozi e vede un po' le commesse di oggi come sono [nota]:
141	TOI024	220.862	221.278	0.416	 [mh]
142	TOR005	221.482	223.500	2.018	 un po' delle differen[ze fra::]
143	TOI024	222.526	223.501	0.975	 [eh enormi]
144	TOR005	223.650	224.308	0.658	 davvero?
145	TOI024	224.308	227.684	3.376	 enormi perché noi avevamo dei padroni
146	TOI024	227.684	230.644	2.960	 son morti tutti e due adesso ci sono:: m:h
147	TOI024	230.644	231.787	1.143	 gli eredi
148	TOR005	231.787	232.549	0.762	 sì?
149	TOI024	232.549	234.673	2.124	 che e:h al sabato:
150	TOI024	235.023	238.639	3.616	 c'era un {P} ventidue commesse si immagini il lavoro che c'era
151	TOR005	238.639	239.088	0.449	 certo
152	TOI024	239.088	239.753	0.665	 enorme
153	TOI024	239.993	241.032	1.039	 proprio enorme
154	TOI024	241.032	243.913	2.881	 arrivavan da tutto il circondario dei paesi
155	TOI024	243.913	247.524	3.611	 nei paesetti a comprare il sabato anche in settimana
156	TOI024	248.160	250.923	2.763	 perché avevamo cerimonia: di tutte (p~)
157	TOI024	251.023	251.991	0.968	 pellicce
158	TOR005	252.010	254.650	2.640	 quindi [era un negozio di: di pregio comunque conosciuto]
159	TOI024	252.493	253.404	0.911	 [tutto tutto]
160	TOI024	253.404	255.000	1.596	 [sì sì sì sì] sì:
161	TOI024	255.009	256.168	1.159	 mh conosciuto
162	TOI024	257.221	261.954	4.733	 e::: e niente::: i padroni erano abbastanza severi eh
163	TOI024	262.204	264.543	2.339	 l~ anche solo com'è l'aspetto che
164	TOI024	264.543	268.111	3.568	 incutevano soggezione io non andavo neanche in bagno perché
165	TOI024	268.116	268.450	0.334	 {ride}
166	TOR005	268.458	269.180	0.722	 accidenti
167	TOI024	269.184	270.610	1.426	 dato che al saba[to]
168	TOR005	270.189	270.610	0.421	 [mh mh]
169	TOI024	270.610	271.559	0.949	 {ride}
170	TOI024	271.669	274.205	2.536	 e:h la chiave dovevamo darla a loro
