tu_id	speaker	start	end	duration	text
0	BOR006	1.324	2.099	0.775	 eccoci qua
1	BOR006	3.043	3.834	0.791	 allora::
2	BOR006	4.116	7.738	3.622	 e::h la prima domanda è in che zona: di bologna: vivi?
3	BOR006	7.825	8.492	0.667	 ade:sso
4	BOI049	8.923	10.919	1.996	 a adesso abito::
5	BOI049	11.511	15.523	4.012	 in nomeluogo e che: è: nel quartiere: navile
6	BOR006	16.213	16.579	0.366	 mhmh
7	BOR006	17.399	18.624	1.225	 e: hai sempre vissuto qui?
8	BOI049	19.233	19.517	0.284	 no
9	BOI049	19.680	22.384	2.704	 prima: ho vissuto in via malvasia
10	BOI049	22.417	24.466	2.049	 che è vicino all'ospeda:le maggio:re
11	BOI049	26.534	28.231	1.697	 e:::h m:::h
12	BOI049	29.078	31.320	2.242	 mi trovavo:: be:ne:
13	BOI049	32.468	34.744	2.276	 una: bella zo:na °insomma sì°
14	BOR006	34.744	35.804	1.060	 una zona tranqui:lla
15	BOI049	36.244	36.867	0.623	 sì sì
16	BOI049	37.232	38.132	0.900	 °tranquilla°
17	BOR006	38.247	38.644	0.397	 m:h
18	BOI049	39.101	43.106	4.005	 poi dieci anni fa:: circa mi sono trasferito: m:h
19	BOR006	39.364	40.271	0.907	 {tossisce}
20	BOI049	44.052	44.358	0.306	 qui
21	BOR006	45.424	46.085	0.661	 mh okay
22	BOR006	47.043	50.677	3.634	 e: hai frequentato:: le scuole? in via malvasia
23	BOI049	51.305	55.455	4.150	 allora e: le: elementari:: le ho fatte alle:: de amicis
24	BOI049	56.482	57.801	1.319	 che è vicino sì
25	BOI049	58.286	60.259	1.973	 che sono: m:h sono vicino
26	BOI049	61.614	66.090	4.476	 e: le me:die invece: alle: rosa luxemburg e:
27	BOI049	66.722	67.960	1.238	 e:h che è vicino alla s~
28	BOI049	68.163	69.851	1.688	 e:ra vicino alla stazio:ne
29	BOR006	69.851	70.059	0.208	 mh
30	BOI049	70.059	70.879	0.820	 adesso::
31	BOI049	71.578	72.600	1.022	 le hanno spostate
32	BOR006	73.178	76.280	3.102	 ah ah sì: le hanno trasferi[ta:] in un altra zona
33	BOI049	74.588	75.026	0.438	 [sì]
34	BOR006	77.106	78.770	1.664	 e qiundi prima era una delle scuole me:die
35	BOR006	79.122	80.601	1.479	 le: le rosa luxemburg
36	BOI049	80.955	81.278	0.323	 sì
37	BOR006	81.770	82.424	0.654	 che ade[sso]
38	BOI049	82.038	82.337	0.299	 [no]
39	BOI049	82.549	84.480	1.931	 rosa luxemburg, le superio:ri
40	BOR006	84.622	85.227	0.605	 okay
41	BOI049	85.272	87.392	2.120	 e:: le scuole medie:: m:h
42	BOI049	88.287	89.498	1.211	 °dove le ho fatte:?°
43	BOI049	91.493	92.140	0.647	 (°dove le ho f~°)
44	BOI049	92.303	92.985	0.682	 non mi rico:rdo
45	BOR006	92.985	94.055	1.070	 mh {ride} okay
46	BOI049	94.469	95.785	1.316	 in questo momento:
47	BOI049	96.202	96.861	0.659	 mi sfugge
48	BOR006	96.861	97.647	0.786	 non ti preoccupare
