tu_id	speaker	start	end	duration	text
0	???	3.980	4.770	0.790	 lascio aperto?
1	TO026	4.980	5.535	0.555	 sì grazie.
2	???	5.780	6.342	0.562	 °arrivederci°
3	TO028	10.686	11.422	0.736	 permesso?
4	TO026	11.539	12.430	0.891	 buongiorno, pre[go,]
5	TO028	12.326	12.867	0.541	 [bu]ongiorno,
6	TO026	12.879	14.163	1.284	 ha già incontrato {nome_raccoglitore} ?
7	TO028	14.648	17.320	2.672	 sì {P} [e mi ha detto tutto, si si si appo]sto
8	TO026	15.223	17.167	1.944	 [sì {P} che le ha detto benissimo]
9	TO028	18.100	19.181	1.081	 già ho compilato tutto,
10	TO026	20.025	22.994	2.969	 ecco come si raccoglie materiale:: {ride} [del parla]to
11	TO028	22.134	22.703	0.569	 [infatti]
12	TO028	23.524	26.047	2.523	 stavo:: ci stavo giusto pensando
13	TO028	27.467	33.250	5.783	 e::h allora io avrei qualche problema proprio un po' più amministrativo nel senso [della] borsa di studio
14	TO026	31.992	32.523	0.531	 mhmh
15	TO026	33.452	33.881	0.429	 mhmh
16	TO028	33.881	36.560	2.679	 e:h solo qualche informazione proprio sul come::
17	TO026	36.949	38.926	1.977	 se [sono in grado di dargliela::]
18	TO028	37.272	40.776	3.504	 [viene erogata::, quando::,] {P} lei lo sa per caso?
19	TO026	41.049	45.363	4.314	 eh come dicevamo la volta scorsa per queste informazioni:: deve chiedere agli uffici no?
20	TO028	45.501	48.556	3.055	 e non sa neanche [cosa succede] se: io rifiuto?
21	TO026	46.293	47.050	0.757	 [non sapre:i]
22	TO026	49.936	50.457	0.521	 e:h no
23	TO028	50.831	51.340	0.509	 mh
24	TO028	52.110	52.411	0.301	 mh
25	TO026	52.865	53.762	0.897	 eh purtroppo no,
26	TO028	54.739	55.267	0.528	 x[xxx]
27	TO026	54.893	57.562	2.669	 [in che] senso se rifiuta::: sì
28	TO028	57.562	60.196	2.634	 m::h mio padre h[a:::]
29	TO026	59.977	63.569	3.592	 [ah] no no non per::=mh cioè non volevo [sapere i motivi personali {P} sì.]
30	TO028	61.479	68.227	6.748	 [no no no no:: nel senso che=eh] non sono certa di riuscire a partire finché non son parti~ non so come spiegare.
31	TO026	68.652	69.623	0.971	 sì [sì sì ce:rto]
32	TO028	68.754	70.965	2.211	 [e quindi:::] {P} [finché::]
33	TO026	70.249	73.136	2.887	 [deve sapere] e:::h no deve chiedere agli uffici
34	TO028	73.182	74.453	1.271	 okay perfetto
35	TO026	74.524	75.272	0.748	 °eh per quello::°
36	TO028	75.425	86.885	11.460	 pero' non ha mai sentito lei parlare di pena::li o cose da pagare in più, rispet~ cioè okay restituire i soldi per carità, pero' penali eccetera io ho letto il bando non c' è scritto nulla
37	TO028	87.060	89.816	2.756	 lei non ha mai sentito parlare <di cose del genere>
38	TO026	91.153	92.267	1.114	 no::=e:h
39	TO026	92.866	102.078	9.212	 per questioni erasmus {P} no {P} e in altri casi che diciamo di in altri casi di borse di studio no? per l'[erasmus] e:::hm
40	TO028	99.753	100.281	0.528	 [ah okay]
41	TO026	102.978	116.837	13.859	 ci possono essere, ci sono, casi di rinuncia:: e::h {P} sono casi di rinuncia, cioè si rinuncia alla borsa da un certo punto in poi ma questo non comporta penali:: [sanzioni::] {P} e credo che neanche per la borsa [erasmus], no?
42	TO028	113.453	113.911	0.458	 [okay]
43	TO028	115.675	116.334	0.659	 [sì sì sì]
44	TO028	117.148	118.444	1.296	 sì [penso]
45	TO026	117.735	121.131	3.396	 [poi cosa suc]ceda alla borsa non [sapre:i ma,]
46	TO028	120.227	129.418	9.191	 [no c' è scri]tto su sul bando che viene ridotta in modo proporzionale a:l~ alla rinuncia se sotto i tre mesi bisogna restituirla tutta,
47	TO028	130.461	135.755	5.294	 e:h=m:::h ad esempio io ho un' integrazione per l' isee basso,
48	TO026	135.936	136.409	0.473	 mhmh
49	TO028	136.755	145.803	9.048	 eh {P} quella invece: se non vengono conseguiti almeno due crediti per ogni mese che si sta all' estero non vien~ non viene [erogata]
50	TO026	144.773	146.079	1.306	 [a:h ho capito] {P} eh
51	TO028	146.209	151.215	5.006	 questo sì, pero' {P} penali non c' è scritto niente volevo solo una conferma che::
52	TO026	151.232	152.381	1.149	 ah beh no {P} [sì]
53	TO028	151.918	153.544	1.626	 [sì] {P} okay perfetto
54	TO026	154.728	156.496	1.768	 [pero' chieda] lo chieda anche dagli uffici sì sì
55	TO028	154.737	155.441	0.704	 [e::h]
56	TO028	156.566	157.100	0.534	 okay
57	TO028	157.722	161.188	3.466	 allora xxx [ades~ adesso devo trovarre] le domande giu[ste,]
58	TO026	158.583	160.022	1.439	 [per tutte queste (questioni) amministrative,]
59	TO026	160.880	165.082	4.202	 [le doma]nde giuste infatti infatti {P} abbi[amo già eliminato] una parte delle domande no?
60	TO028	162.600	163.528	0.928	 [m::h]
61	TO028	166.436	169.369	2.933	 okay {P} io vinco una borsa da nove mesi
62	TO026	169.639	169.840	0.201	 sì
63	TO028	170.126	172.061	1.935	 ma torno sicuramente dopo cinque
64	TO028	172.983	176.382	3.399	 mi posso compilare il mio learn agreement pe:::r
65	TO026	176.514	178.710	2.196	 torna d[opo cinque], {P} e poi:::?
66	TO028	176.853	177.626	0.773	 [o il trenta]
67	TO028	178.954	179.342	0.388	 no.
68	TO028	180.148	181.367	1.219	 non posso più tornare
69	TO028	182.223	189.726	7.503	 perché ho un::=mh non posso per mo[tivi familiari] non posso più torna:rci, quindi finirei il primo semestre e poi tornerei
70	TO026	184.851	185.677	0.826	 [sì sì]
71	TO028	189.939	195.745	5.806	 mi posso compilare il learn agreement con soli trenta crediti o devo compilarlo con tutti i sessanta?
72	TO026	197.786	199.703	1.917	 prevede sessanta crediti::?
73	TO028	199.703	205.249	5.546	 eh no io tanto in realtà all' estero ci sto solo cinque mesi. pero' la borsa è da nove quindi il dubbio è
74	TO026	205.319	212.160	6.841	 ma la borsa richiede che siano e::hm si siano superati degli esami per un totale di sessanta crediti? °no°
75	TO028	212.172	212.946	0.774	 m:h no
76	TO026	212.946	213.476	0.530	 non credo
77	TO028	213.725	215.545	1.820	 no pero' di solito un anno accademico,
78	TO028	216.303	226.281	9.978	 son sessanta crediti quindi mi chiedevo se partendo con una borsa da nove mesi perché in realtà quando parto nessuno sa che rinuncio se non io
79	TO028	227.211	228.349	1.138	 agli ultimi quattro mesi
80	TO026	228.349	229.759	1.410	 sì sì sì [°sì°]
81	TO028	229.372	233.283	3.911	 [e:h] quindi {P} no io compilo con quanti crediti voglio
82	TO026	234.095	234.778	0.683	 io direi di sì
83	TO028	235.104	236.248	1.144	 okay perfetto
84	TO026	236.919	241.484	4.565	 poi pero' appunto lei diciamo formalmente risulta al~ dov' è che va? non mi ri[cordo più,]
85	TO028	241.269	242.224	0.955	 [e:h] alla uam
86	TO028	243.214	244.921	1.707	 e:h università autonoma di madrid
87	TO026	244.921	245.352	0.431	 ah ecco
88	TO028	245.429	245.741	0.312	 sì
89	TO026	246.128	252.186	6.058	 e diciamo lei risulta in fondo in erasmus a madrid per tutti i nove me:si,
90	TO026	253.300	256.362	3.062	 [comunque no? o chiede una riduzione della borsa]
91	TO028	253.325	262.374	9.049	 [m::h a me una volta che torna~ no no] chiedo una riduzione della borsa~ [to::rn]o, faccio tutte le procedure di rientro dopo cinque mesi e il secondo semestre lo faccio qua
92	TO026	257.130	257.724	0.594	 [ah okay]
93	TO026	262.608	268.532	5.924	 ah quindi ah cioè di cui mi parlava prima cioè la rinuncia alla bor[sa sarebbe da]l quinto mese in poi no~[a:h ho ca]pito ho capito
94	TO028	265.556	266.615	1.059	 [sì esatto]
95	TO028	267.229	267.903	0.674	 [esatto]
96	TO028	268.592	268.841	0.249	 sì
97	TO026	269.332	269.713	0.381	 sì sì
98	TO028	269.781	270.860	1.079	 e::hm
99	TO026	270.992	278.842	7.850	 no {P} allora diciamo per quanto riguarda la compilazione del learning agreement, secondo me puo' mettere trenta crediti pur diciamo e:::h
100	TO028	278.842	280.021	1.179	 università permettendo,
101	TO026	280.982	285.960	4.978	 sì. università di arrivo [permette]::ndo::, ma non credo le facciano problemi:,
102	TO028	282.450	282.888	0.438	 [okay]
103	TO026	287.050	290.438	3.388	 e:hm {P} appunto puo' mettere secondo me trenta crediti:,
104	TO026	291.657	296.772	5.115	 anche se in partenza:: sarebbero trenta crediti da conseguire in novi mesi anche se poi non sarà così
105	TO028	296.835	297.161	0.326	 mhmh
106	TO026	297.362	298.119	0.757	 s[econdo me:]
107	TO028	297.419	303.097	5.678	 [okay sì] sì sì era solo perché [se no] mi dovevo ricercare tutte le corrispondenze e non avevo idea [di com]e fare
108	TO026	298.971	299.308	0.337	 [sì]
109	TO026	302.296	302.640	0.344	 [sì]
110	TO028	304.100	306.215	2.115	 e::h poi ci sono altri::
111	TO028	306.820	312.046	5.226	 altre tre domande. una è {P} se quando siamo in erasmus questa vale anche per rossi
112	TO026	312.346	312.640	0.294	 sì
113	TO028	312.649	313.858	1.209	 se quando siamo in eras[mus]
114	TO026	313.753	315.144	1.391	 [che] verrà poi [lunedì prossimo,]
115	TO028	314.402	321.586	7.184	 [esatto e]satto perché abbiamo scoperto che il quindici:: maggio chiude la possibilità di:: modificare il piano chi~ carriera
116	TO028	322.259	327.337	5.078	 e quindi ci chiedevamo se in mobilità erasmus noi possiamo comunque modificare il nostro piano carriera,
117	TO028	328.061	336.391	8.330	 perché non possiamo dare esami qua pero' se la finestra si apre: quando noi siam già partite: non lo sappiamo~ [sì si puo']
118	TO026	335.664	336.925	1.261	 [sì] {P} ma credo,
119	TO028	337.890	339.199	1.309	 non ci bloccano: xx
120	TO026	339.523	340.383	0.860	 no, non credo,
121	TO028	340.533	341.068	0.535	 perfetto,
122	TO026	342.075	342.941	0.866	 anche perché diciamo
123	TO026	343.613	356.449	12.836	 e::h la gestione amministrativa e poi anche a livello di software diciamo così del piano carriera è indipendente [da::] dove siete collocate voi da quel periodo sì sì
124	TO028	351.745	352.345	0.600	 [okay]
125	TO028	357.143	358.095	0.952	 perché se no [noi::]
126	TO026	357.916	367.210	9.294	 [ma pe]rché:: per poter:: cambiare il piano carriera [TORINESE] anche in base agli esami ch[e:: potete da]re là eccetera. [sì~ sì]
127	TO028	361.559	362.490	0.931	 [eh perché non]
128	TO028	364.884	365.626	0.742	 [esatto]
129	TO028	366.426	367.813	1.387	 [era quello il nos]tro problema
130	TO026	368.382	371.439	3.057	 eh al massimo lo ca~ lo cambiate poi dopo [xxx]
131	TO028	370.498	378.866	8.368	 [perché lei è un po' più si]cura nel senso che l' università a Glasgow {P} m:h in un certo mod~ in un certo modo è dovrebbe restare così. [la mia m::h]
132	TO026	377.728	381.730	4.002	 [e lei non s~ cioè non sa se] questi costi poi sararanno attivati come quando [eccetera]
133	TO028	381.400	384.867	3.467	 [non] lo s~ non lo so dell' unito, {P} non oso immaginare in spagna.
134	TO028	385.045	385.708	0.663	 {ride}
135	TO026	385.056	385.690	0.634	 {ride}
136	TO026	386.386	386.978	0.592	 no magari,
137	TO028	387.478	388.422	0.944	 allo sbaraglio
138	TO028	389.554	397.358	7.804	 le amiche, che sono andate in spagna, mi hanno detto che e:h è [il deli]rio più totale sì {P} quindi non [so]
139	TO026	393.885	394.487	0.602	 [ma xxx]
140	TO026	395.269	395.662	0.393	 [sì?]
141	TO026	397.211	399.969	2.758	 [beh] c' è sempre un problema di fondo che non si risolve cioè
142	TO026	400.936	402.733	1.797	 tutte le pratiche::
143	TO026	403.355	411.161	7.806	 e::h diciamo così in preparazione:: al soggiorno erasmus, richiedono un certo tempo come sta vedendo [eccetera]
144	TO028	410.837	411.213	0.376	 [sì]
145	TO026	411.738	417.491	5.753	 e quindi, non si puo' fare questo a ridosso dell' inizio del del e:hm del semestre o dell' anno accademico
146	TO026	418.160	428.541	10.381	 e:h e quindi tipicamente qui:: come anche:: negli altri paesi d' europa, lo si fa quando ad esempio i programmi dei corsi dell' anno successivo non sono ancora definiti.
147	TO026	430.270	439.974	9.704	 d' altra parte non si puo' aspettare che [escano perché poi è tro]ppo tardi e::h [quindi uno] piuttosto si basa su ciò che [è offerto l' anno prima] {P} eh [dice::]
148	TO028	432.332	433.137	0.805	 [no no no no]
149	TO028	433.860	434.902	1.042	 [pero' più si va:::]
150	TO028	437.024	438.702	1.678	 [è progressiva al [xxx]]
151	TO028	439.154	446.137	6.983	 [anti]cipano i:::in realtà anticipano la fu~ la~ l' uscita dei nuovi programmi,
152	TO026	446.137	447.193	1.056	 ah ho capito. sì.
153	TO028	447.193	451.957	4.764	 rossi ha già tutti i programmi nuovi::: {P} [sì sì] {P} tutti apposto
154	TO026	449.802	450.689	0.887	 [del prossim' anno]
155	TO026	452.107	452.603	0.496	 {ride}
156	TO028	452.716	452.993	0.277	 vabbè
157	TO028	453.400	457.194	3.794	 e:h no e io appunto mi son basata e poi volevo chiedere se secondo lei <questa>
158	TO028	457.682	463.971	6.289	 [e::h] combinazione va bene questo qua sarebbe tecnologie dell' informazione e della comunicazione applicata all' educazione,
159	TO026	457.780	458.108	0.328	 [sì?]
160	TO028	464.479	466.492	2.013	 con teorie e tecniche dei media digitali.
161	TO028	466.864	476.383	9.519	 mi sembrava:: {P} se lei me lo approva, il quin[dici] maggio, io compilo il piano carriera con questa:: con questi cinque esami, così son trenta credi[ti],
162	TO026	469.927	470.238	0.311	 [sì]
163	TO026	476.240	479.145	2.905	 [l' aveva]mo già visti, alcuni di questi, [no? l' altra volta scors~ sì.]
164	TO028	477.576	482.974	5.398	 [sì sì sì] gli altri sì {P} questo qua era [palandini e g]io::vani davant~ comunicazione visiva,
165	TO026	479.922	480.774	0.852	 [ah sì av~ sì?]
166	TO026	483.251	484.906	1.655	 e è quest' altro l' ultimo dubbio [no?]
167	TO028	484.737	484.906	0.169	 [sì]
168	TO026	485.599	486.259	0.660	 sì sì e:::
169	TO028	486.355	490.064	3.709	 così due sono identici {P} [economia] dell' impresa e economia e gestione dell'[impre]sa,
170	TO026	487.700	488.142	0.442	 [sì sì]
171	TO026	489.612	489.915	0.303	 [sì sì]
172	TO028	491.049	493.731	2.682	 e::h niente {P} così facendo ho trenta crediti,
173	TO026	495.230	496.774	1.544	 materiali educativi multimediali::,
174	TO028	496.774	498.002	1.228	 no [e::h]
175	TO026	497.460	498.843	1.383	 [ah non c' entra] nulla? no e::h
176	TO028	500.804	502.322	1.518	 ah {P} sono due esami.
177	TO028	503.780	506.029	2.249	 son due diversi {P} [pero' QUESTO è da nove]
178	TO026	504.551	509.916	5.365	 [que~ questo diciamo ha tradotto lei] ha tradotto lei cioè [questo è dell' addi]zione del [corso:::] di [madrid]?
179	TO028	507.480	508.062	0.582	 [no no no no]
180	TO028	508.649	509.142	0.493	 [no no no]
181	TO028	509.536	514.806	5.270	 [son due] esami diversi >okay adesso mi ricordo< son proprio due esami diversi uno è materiali educativi multimediali,
182	TO028	515.313	519.755	4.442	 e l' altro è tecnologie inf~ dell' informazione e della comunicazione applicati all' educaz[ione,]
183	TO026	519.450	519.745	0.295	 [sì]
184	TO028	520.133	525.822	5.689	 solo che questo è da nove crediti e questo è da sei {P} quindi se a lei andava bene questo, io metterei questo,
185	TO026	525.822	526.783	0.961	 ah ho capito. [sì sì,]
186	TO028	526.374	531.068	4.694	 [se no::] metto [l' a::ltro e perdo tre] crediti. sì quello sopra [è da sei] e quello sotto è da nove.
187	TO026	527.374	528.356	0.982	 [e questo sarebbe da sei?]
188	TO026	529.780	530.296	0.516	 [quello sopra]
189	TO026	532.086	534.839	2.753	 sì va bene, [{P}] sì sì sei [e sei] {P} sì sì
190	TO028	532.751	533.081	0.330	 [bon]
191	TO028	533.553	533.970	0.417	 [okay]
192	TO028	534.839	536.187	1.348	 allora: io com[pilo]
193	TO026	535.879	539.548	3.669	 [semplifica] anche il (coso) [ma:: mi pa]re che ci sia una certa [coerenza] no?
194	TO028	536.799	537.423	0.624	 [perfetto,]
195	TO028	538.535	539.176	0.641	 [sì sì sì]
196	TO028	540.221	548.936	8.715	 e::h bon {P} così il learn agreement il quindici mi apre:: l' iscrizione alla nuova università e::h [me]tto questo. se lei lo approva così::
197	TO026	546.422	546.828	0.406	 [okay]
