tu_id	speaker	start	end	duration	text
0	TO065	0.830	3.852	3.022	 e nei programmi di neri ha [trovato qualcosa?]
1	TO061	3.000	5.850	2.850	 [nei programmi di ne]ri invece ho trovato due co:rsi,
2	TO061	5.869	8.734	2.865	 allora uno del >duemilaquindici duemilaesedici< che le avevo già segnala:to,
3	TO061	9.186	12.727	3.541	 e:hm e che affronta {P} fa un confronto fra tre novelle e tre fabli[aux],
4	TO065	12.441	15.302	2.861	 [chiedo scu]sa, per recuperare questo poi come facciamo?
5	TO071	16.001	18.054	2.053	 e::hm nel momento in cui esce::
6	TO071	18.427	19.860	1.433	 finite, io lo prendo e vado [via.]
7	TO065	19.728	20.808	1.080	 [ah] va bene, d' acc[ordo.]
8	TO071	20.464	20.824	0.360	 [okay?]
9	TO065	21.184	23.172	1.988	 forse potremmo averne per un po' eh?
10	TO065	23.705	25.005	1.300	 a[lmeno per un' oretta.]
11	TO071	23.798	24.513	0.715	 [per me:]
12	TO071	24.682	26.724	2.042	 [per me]: è ta:nto di guadagn[ato.]
13	TO065	26.050	26.837	0.787	 [a:h va ben]e.
14	TO065	27.110	28.066	0.956	 d' a[ccor(do)].
15	TO071	27.167	28.258	1.091	 [>la porta la chiu]do?< quindi?
16	TO065	28.397	29.736	1.339	 s:ì, puo' chiuderla
17	TO065	30.252	32.963	2.711	 [tanto] {P} qualunque cosa accada viene registra[ta.]
18	TO061	30.252	30.959	0.707	 [e::hm]
19	TO071	32.508	33.729	1.221	 [va bene.]=grazie.
20	TO061	33.061	33.627	0.566	 {ride}
21	TO061	34.132	35.120	0.988	 e dicevo::
22	TO065	35.124	38.012	2.888	 [allora. ecco =nei corsi di ne]ri cosa ha trovato?
23	TO061	35.128	36.692	1.564	 [xxx fatto un confronto]
24	TO061	38.024	41.442	3.418	 sì, ho trovato questo confro:nto fra {P} ehm tre novelle,
25	TO061	41.491	45.266	3.775	 che sono quella di chichibio cuoco, con il fabliau {P} delle pernici,
26	TO065	45.610	45.749	0.139	 mh,
27	TO061	45.761	48.245	2.484	 poi quella di lodovico con la bourgeoise d' orleans,
28	TO065	48.405	48.594	0.189	 mh,
29	TO061	48.639	51.815	3.176	 e: quella di ferondo con du vilain du ba~ de bailleul,
30	TO065	51.856	52.209	0.353	 m:h.
31	TO061	52.300	52.963	0.663	 queste tre,
32	TO061	53.464	59.576	6.112	 invece il corso precedente affrontava sempre lo stesso:: lo stesso mh =diciamo {P} m:h una variante di questo tema,
33	TO061	59.601	62.144	2.543	 nel senso che >partiva da tr~=dall' analisi di tre fabliau:x<,
34	TO061	62.363	66.337	3.974	 e:h due sono identici, cioè du vilain de baill[eul] e l' altro la bourgeoise d' orléans,
35	TO065	64.532	64.896	0.364	 [mh.]
36	TO065	66.512	67.012	0.500	 s[ì.]
37	TO061	66.623	69.070	2.447	 [e {P} ne] aggiungeva uno, le meunier et les deux clercs,
38	TO061	69.473	71.311	1.838	 e [{P} a]ffron[tava]~
39	TO065	69.663	70.149	0.486	 [sì.]
40	TO065	70.694	74.077	3.383	 [vabbè] certo perché quello è un tema stra:~ strautilizza[to].
41	TO061	73.716	74.467	0.751	 [utilizz][ato].
42	TO065	74.266	76.254	1.988	 [non so] =ha {P} ha presente la storia.
43	TO061	76.265	76.772	0.507	 sì sì.
44	TO061	76.899	79.071	2.172	 >sì sì l' ho già:< ho già avuto modo di leggere un po'.
45	TO061	79.238	80.251	1.013	 e:hm::
46	TO061	80.364	87.714	7.350	 e fa~ effettuava un comm~ faceva un commento di questi tre fabliau:x, e spiegava quali erano le caratteristiche che poi avevano avuto fortuna nell: nell' opera di bocca[ccio.]
47	TO065	87.422	91.188	3.766	 [ecco] pero' n[ella bibliograf]ia per gli studenti ha trovato qual[cosa?]
48	TO061	88.181	88.974	0.793	 [(in) questo,]
49	TO061	90.750	95.487	4.737	 [no perché:] e:hm ehm {P} erano stati fa~ e:hm erano reperibili presso una: copisteria.
50	TO065	95.992	96.175	0.183	 mh
51	TO061	96.187	100.363	4.176	 degli appu:nti. quindi proprio dei materiali che il professore ha messo a disposizione.
52	TO061	100.778	103.402	2.624	 >quindi non< c' erano proprio dei libri: [reperibili.]
53	TO065	102.357	105.188	2.831	 [ecco. pero' allora lei] dovrebbe fare {P} una [co:sa.]
54	TO061	104.606	106.735	2.129	 [io scrive]rei a:: [al professo:re].
55	TO065	105.716	108.293	2.577	 [ecco esatto. lei] [dovreb~ no ma lo faccio i]o.
56	TO061	106.783	108.017	1.234	 [molto volentieri].
57	TO061	108.389	108.633	0.244	 ah.
58	TO065	108.937	113.494	4.557	 pero' lei mi dovrebbe scrivere. mi dovr[ebbe scrive]re una {P} perch~ intanto perché così io me ne ricordo.
59	TO061	110.759	111.266	0.507	 [sì?]
60	TO061	113.499	114.077	0.578	 ce:rto.
61	TO065	114.168	116.019	1.851	 mi dovrebbe scrivere una roba del genere::.
62	TO065	116.103	119.099	2.996	 >(gentile)< profess[ore:, sto lavorando] su?
63	TO061	117.188	118.699	1.511	 [i punti da: chie~.]
64	TO065	119.389	126.389	7.000	 nel corso delle mie ricerche ho ritrovato che il professor neri mette(v)a >a disposizione degli studenti< delle dispense {P} [mi puo' aiutare?]
65	TO061	125.428	126.395	0.967	 [perfetto.]
66	TO065	126.551	130.239	3.688	 così io prendo quest' email, scrivo =la inoltro scrivendo due righe
67	TO065	130.934	139.220	8.286	 a [mariano ne]ri, e vediamo che cos~ {P} tanto gli [devo scrivere anch]e per altre cose, e quindi: {P} e:hm vedia[mo se mi puo' mandar]e: {P} questi materiali.
68	TO061	131.012	131.600	0.588	 [>al professore.<]
69	TO061	133.324	133.909	0.585	 [certo.]
70	TO061	136.454	137.525	1.071	 [va benissimo.]
71	TO065	139.324	141.850	2.526	 [perché s~] {P} quindi erano disponibili pres[so,]
72	TO061	139.339	140.110	0.771	 [esat~ {P} (to).]
73	TO061	141.610	143.298	1.688	 [sì], presso una co[piste]ria.
74	TO065	142.633	142.935	0.302	 [okay.]
75	TO065	143.388	146.876	3.488	 va bene. allora vediamo se {P} neri mi puo' mandare [qualche co:sa.]
76	TO061	146.051	150.474	4.423	 [perché son proprio fo]ndamentali.=proprio l' argo[mento:::] fondamenta[(le.)]
77	TO065	148.142	149.254	1.112	 [e direi di sì,]
78	TO065	149.961	150.461	0.500	 [ecco,]
79	TO065	150.826	154.928	4.102	 sempre a proposito di neri, in quell' articolo che lei ha let[to,]
80	TO061	154.509	161.050	6.541	 [sì?] ho poi [controllato. al]lora {P} in realtà, tratta poco dei falbiaux perché si parla di varie fon[ti galloro]manze?
81	TO065	155.366	156.571	1.205	 [cosa c' ha trovato?]
82	TO065	160.010	160.418	0.408	 [mh.]
83	TO061	161.403	164.005	2.602	 eh, {P} dei fabliau semplicemente: m:h
84	TO061	164.632	169.815	5.183	 specifica quelle che >sono appunto< sempre il problema del: del riconoscimento =del rintracciare le fonti.
85	TO061	170.147	171.718	1.571	 e:hm delle {P} delle novelle,
86	TO061	171.948	180.692	8.744	 e, e:hm: appar~ =in particolare, e:hm specifica quelle che sono le novelle che hanno dei {P} modelli diciamo specifici, che hanno dei dei fabliaux specifici,
87	TO061	181.000	181.887	0.887	 quelli che invece,
