tu_id	speaker	start	end	duration	text
0	BOR009	1.977	6.128	4.151	bene (.) allora e::h (.) >non siete tutti e due di< bologna quindi
1	BOI045	6.370	6.760	0.390	[solo] io
2	BOI046	6.370	7.584	1.214	[n~] (.) no s[olo lui]
3	BOR009	7.192	7.976	0.784	[di bolo]gna,
4	BOI046	8.096	8.596	0.500	napoli
5	BOR009	8.924	10.962	2.038	okay (.) e >attualmente però dove vivete<?
6	BOI045	11.099	13.484	2.385	a ozzano dell'emilia, (.) provincia di bologna,
7	BOR009	13.498	13.763	0.265	°ah°
8	BOI046	13.763	15.853	2.090	e io a budrio (.) provincia di bologna
9	BOR009	15.956	16.280	0.324	>dove<?
10	BOI046	16.365	16.952	0.587	budrio
11	BOR009	17.170	19.761	2.591	okay (.) eh quindi non: non abitate in centro
12	BOI046	19.783	20.122	0.339	no
13	BOI045	20.122	23.383	3.261	no (.) x io da poco c(io)è prima abitavo a bologna:
14	BOI045	23.937	25.307	1.370	in: zona san donato
15	BOR009	25.458	26.374	0.916	a:h ok[ay]
16	BOI045	26.103	26.374	0.271	[(e via)]
17	BOR009	26.885	28.708	1.823	son stata anch'io in zona san donato ((ride))
18	BOI045	27.987	28.407	0.420	((ride))
19	BOR009	29.062	32.119	3.057	e che: (.) che ve ne pare della città di bologna
20	BOI045	33.209	35.006	1.797	ah io son di parte quindi non:
21	BOI045	35.687	38.672	2.985	c(io)è a me piace molto secondo me offre tanto c'è::
22	BOI045	38.865	40.697	1.832	in questo momento è molto costosa
23	BOI045	41.143	44.369	3.226	nel senso [che vi]vere qui è diventato: un po':
24	BOR009	41.616	41.862	0.246	[mh]
25	BOI045	45.310	55.656	10.346	un po' inarrivabile (.) con anche con un buon lavoro infatti: anche da noi molti colleghi sono venuti a: provare questo mestiere poi sono dovuti andare via perchè non (.) non ci stavano con i costi
26	BOI045	56.226	62.693	6.467	e::h eh >poi vabbè< è molto bella offre tanto c'è sempre qualcosa da fare in ce:ntro: >insomma< (.) io mi trovo bene
27	BOI046	63.675	66.194	2.519	no io che vengo da fuori onestamente::
28	BOI046	66.553	69.027	2.474	sono rimasto molto soddisfatto (.) della città
29	BOI046	69.213	73.280	4.067	ha molti servi:zi:, (.) come diceva il mio collega comunque è mo:lto ca:ra
30	BOI046	73.646	80.089	6.443	ma molto molto molto e per per un giovane è difficile comunque (.) riuscire a cominciare un'attività lavorativa e lav~ e
31	BOI046	80.727	85.592	4.865	e rientra(r)ci con le spese se non ha (.) delle spalle forte (.) per poter ricoprire alcune spese
32	BOI046	85.930	91.556	5.626	sicuramente però: una volta riuscito a cominciare comunque riesci a: trovare la tua dimensione
33	BOI046	92.086	93.653	1.567	e: riesci a fare tante cose
34	BOI046	94.143	98.564	4.421	è molto:: funzionale: pulita: (.) precisa:
35	BOI046	100.010	101.150	1.140	pretenziosa,
36	BOI046	102.810	104.242	1.432	sì (lo) diciamo una bella città
37	BOR009	104.242	105.567	1.325	quindi: un: [mh]
38	BOI046	105.375	106.775	1.400	[non la migliore ma una bella
39	BOR009	106.469	108.030	1.561	((ride))
40	BOI045	106.760	108.086	1.326	((ride))
41	BOI046	107.912	108.399	0.487	°la migliore no°
42	BOR009	108.399	110.547	2.148	beh se doveste migliorare qualcosa,
43	BOR009	111.099	113.377	2.278	quindi li~ il costo della vita ((ride))
44	BOI045	113.676	116.315	2.639	il:: sì il costo della vita,
45	BOI045	116.921	121.012	4.091	e magari anche:: l'accessibilità dei servizi c(io)è nel senso:
46	BOI045	121.962	124.682	2.720	avere::: >io ho d~< io ho due figli
47	BOI045	125.737	129.898	4.161	e:: (.) c'è tanto però è a~ è ancora molto difficile nel senso che
48	BOI045	130.374	136.626	6.252	io ho fatto il diploma iscrivere i miei figli a scuola: è stato abbastanza semplice col computer però mi rendo conto quando facciamo
49	BOI045	137.224	142.336	5.112	quando abbiamo bisogno di certi tipi di servizi che è proprio difficile:: (.) accederci
50	BOI045	142.906	143.290	0.384	>diciamo<
51	BOR009	144.850	145.378	0.528	°okay°
52	BOI046	145.995	149.228	3.233	oddio io: forse migliorerei un po'::
53	BOI046	149.712	156.376	6.664	più dell'organizzazione della città (.) <e:h il modo di> confrontarsi con le persone nel senso che
54	BOI046	157.401	164.374	6.973	diciamo che a volte si pretende tanto (.) non rendendosi conto che a v:~ mh ci sono tante e tante difficoltà
55	BOI046	164.713	178.279	13.566	anche nel nostro lavoro (.) il fatto di riuscire a fare determinate cose, e le persone n: ognuno >non dico le perso(ne) perchè forse< lo facciamo anche noi (.) rivolto in altri settori in altri lavori (.) a essere un po' più tranqui:lli un po' più rilassa:ti e meno tesi ecco
56	BOI046	179.119	184.015	4.896	>anche perchè< ho notato che si tende ad essere molto più portate:
57	BOI046	184.215	185.471	1.256	faccio un esempio stupido
58	BOI046	186.369	188.216	1.847	il bolognese tende a essere un po' più milanese
59	BOR009	188.440	190.161	1.721	((ride))
60	BOI045	189.035	190.102	1.067	((ride))
61	BOI046	189.055	192.050	2.995	ma non è milanese è bolognese (.) ed è giusto che sia così
62	BOI046	192.669	201.490	8.821	quindi come popolo come cultura >sono persone< molto intelligenti °però° un po' più tranquilli un po' [più rilass]a:ti molto meno pretese °più tranquilli°
63	BOI045	197.435	198.744	1.309	[xxx] ((ride))
64	BOR009	202.514	203.951	1.437	okay >ho capito (capito)<
65	BOR009	204.327	208.277	3.950	e: m:h (.) tutti e due (.) autisti giusto
66	BOI045	208.319	208.688	0.369	sì
67	BOR009	208.698	210.593	1.895	[da::] da <quanto>?
68	BOI046	208.772	209.668	0.896	[s::ì]
69	BOI045	210.789	212.813	2.024	da quattro anni siamo entrati insieme
70	BOI045	212.813	213.643	0.830	((ride))
71	BOR009	212.957	214.024	1.067	a::h okay
72	BOR009	214.647	224.494	9.847	e: m:h (.) io poi non so bene come funzioni in realtà c(io)è voi (.) tipo le linee che guida:te venite assegna:ti: alla stessa linea: (.) o: m:h
73	BOI045	224.774	229.817	5.043	abbiamo un turno mensile (.) che::: ti: dà una fascia oraria
74	BOI045	230.139	239.795	9.656	poi a seconda delle patenti e delle abilitazioni che abbiamo >quindi< delle: (.) delle nostre: capacità e:::h ci ci danno ci assegnano un percorso da fare
75	BOI045	240.038	247.401	7.363	però non è che (.) non è che io sono l'autista del tredici o: e lui quello del venticinque (.) [og]ni mese cambia:: la turnazione
76	BOI046	244.700	245.105	0.405	[(non lo è)]
77	BOI045	247.836	250.474	2.638	facciamo sia (.) urba:no che extraurba:no
78	BOI045	250.865	257.131	6.266	alcuni di noi::: possono andare anche in montagna (.) noi due ad esempio possiamo andare in montagna volendo
79	BOI045	257.689	266.719	9.030	°e:: e basta diciamo° è un percorso formativo tu a~ entri qua:: entri in azienda che hai la patente per guidare solo gli autobus quelli corti diciamo
80	BOI045	267.225	274.715	7.490	poi impari a guidare gli snodati poi i filobus poi ti insegnano ad andare in montagna (.) in tre anni prendi tutte: le abilitazioni di[ciamo]
81	BOR009	274.397	276.181	1.784	[quindi voi] siete già: a:l top
82	BOI045	276.206	276.517	0.311	sì
83	BOR009	276.946	279.289	2.343	[okay] ((ride))
84	BOI046	276.946	281.459	4.513	[mh (.) non si direbbe ma lo sia(mo)] ((ride)) a vederci così ((ride))
85	BOI045	277.244	279.735	2.491	[modestamente] ((ride))
86	BOR009	280.641	283.120	2.479	((ride)) vabbè buono
87	BOI045	280.641	282.128	1.487	((ride))
88	BOR009	283.360	285.867	2.507	ma e: m::h curiosità proprio
89	BOR009	286.526	289.557	3.031	avete sempre sognato di fare: (.) l'autista?
90	BOI045	289.731	290.027	0.296	no
91	BOI045	290.254	291.031	0.777	((ride))
92	BOR009	290.662	292.043	1.381	((ride))
93	BOI045	292.362	294.890	2.528	no no no assolutamente ((ride))
94	BOI046	294.496	295.534	1.038	((ride))
95	BOR009	295.102	304.490	9.388	eh >infa~ io immag~ c(io)è non lo so< c'è chi: io ho parlato con un signore che mi ha detto che lui (.) ha lasciato il suo lavoro di prima (.) ai tempi perchè voleva: (.) voleva fare l'autista
96	BOI046	304.743	310.765	6.022	x per lui sarà stato così per la mia esperienza personale è un lavoro che mi piace per carità io vengo da un altro tipo di lavoro
97	BOI046	311.134	315.119	3.985	ho fatto studi elettronici però ho fatto:: il pizzaiolo per vent'anni
98	BOI046	315.544	320.619	5.075	ho fatto [il giardiniere l']assicur~ °no no (.) no° questo è un luogo comune però eh ((ride))
99	BOR009	315.813	316.475	0.662	[da na:poli]
100	BOR009	318.583	321.553	2.970	((ride))
101	BOI045	319.017	321.368	2.351	((ride))
102	BOI046	321.363	323.055	1.692	non è che è tutto sole pizza e mandolino
103	BOI046	323.055	324.450	1.395	((ride))
104	BOR009	323.139	324.411	1.272	((ride))
105	BOI045	323.139	324.399	1.260	((ride))
106	BOI046	324.450	325.332	0.882	comunque a parte gli scherzi
107	BOI046	325.596	329.058	3.462	e sono venuto per esigenze mie s~ mi so(n) dovuto trasferire a trentott'anni
108	BOI046	329.178	334.789	5.611	>ho dovuto< ricominciare un lavoro (.) e ripartire da capo e venire qua fortunatamente mi hanno dato sta possibilità
109	BOI046	335.285	338.300	3.015	un po' per merito un po' per fortuna perchè ci vuole sempre son riuscito
110	BOR009	338.830	344.165	5.335	ma quindi (.) ti sei trasferito perchè c'è stata questa occasio[ne di entr]are nei[::] (.) [nell'azienda]
111	BOI046	341.776	342.288	0.512	[sì sì]
112	BOI046	342.777	343.154	0.377	[sì sì]
113	BOI046	343.476	348.173	4.697	[io: ho rese]ttato tutto ho preso le patenti e nel frattempo tra una pizza e un'altra ho xx ((ride))
114	BOR009	347.225	348.082	0.857	((ride))
115	BOI045	347.352	348.254	0.902	((ride))
116	BOI046	348.253	350.786	2.533	facevo una guida e: ho vinto il concorso e so' salito
117	BOI046	351.135	356.546	5.411	ho fatto i bagagli ho messo mia moglie su nel portabagagli e xx ((ride)) e siamo saliti su
118	BOR009	354.284	355.736	1.452	((ride))
119	BOI045	354.513	355.648	1.135	((ride))
120	BOI046	357.152	361.593	4.441	e e sono cinque anni e: fortunatamente io lavoro mia moglie lavora e abbiamo ricominciato da capo
121	BOI046	361.780	363.620	1.840	tardi ma: meglio tardi che mai
122	BOR009	364.125	365.036	0.911	soddisfatti però
